ID,Eddington ratio,M_BH,sigma_* (km/s)
999,   1.1992457e-05,94389.7,36.246571274221985
1000,            -NaN,0.0,0.0
1001,            -NaN,0.0,0.0
1002,            -NaN,0.0,0.0
1003,   4.4646784e-07,88708.1,35.71972668203668
1004,   6.3425417e-07,31430.1,27.96600374143568
1005,   5.5462783e-07,91471.0,35.979048335254994
1006,   1.9377695e-07,138588.0,39.68320993775584
1007,   2.7662387e-05,22686.1,25.89628735973866
1008,   1.2444164e-06,68578.0,33.61594173200416
1009,            -NaN,0.0,0.0
1010,            -NaN,0.0,0.0
1011,            -NaN,0.0,0.0
1012,            -NaN,0.0,0.0
1013,            -NaN,0.0,0.0
1014,   4.7926744e-08,62913.4,32.93932553460949
1015,            -NaN,0.0,0.0
1016,            -NaN,0.0,0.0
1017,       0.0000000,75778.8,34.41695019243868
1018,            -NaN,0.0,0.0
1019,            -NaN,0.0,0.0
1020,            -NaN,0.0,0.0
1021,            -NaN,0.0,0.0
1022,            -NaN,0.0,0.0
1023,            -NaN,0.0,0.0
1024,   2.1835819e-08,20003.2,25.13887914493732
1025,            -NaN,0.0,0.0
1026,            -NaN,0.0,0.0
1027,            -NaN,0.0,0.0
1028,   3.8826109e-06,154393.0,40.70695171041063
1029,   1.5374814e-07,5715.73,18.708435602033198
1030,            -NaN,0.0,0.0
1031,   4.4956993e-10,657117.0,57.28239914752001
1032,            -NaN,0.0,0.0
1033,            -NaN,0.0,0.0
1034,   1.2085735e-07,67020.0,33.434236973101214
1035,            -NaN,0.0,0.0
1036,            -NaN,0.0,0.0
1037,            -NaN,0.0,0.0
1038,            -NaN,0.0,0.0
1039,            -NaN,0.0,0.0
1040,            -NaN,0.0,0.0
1041,   2.9803441e-07,71276.6,33.923341304783236
1042,   2.1050235e-06,8579.69,20.589282912984437
1043,   1.2220229e-09,8572.67,20.585308466138933
1044,            -NaN,0.0,0.0
1045,            -NaN,0.0,0.0
1046,            -NaN,0.0,0.0
1047,       0.0000000,101473.0,36.87047210731696
1048,            -NaN,0.0,0.0
1049,            -NaN,0.0,0.0
1050,            -NaN,0.0,0.0
1051,            -NaN,0.0,0.0
1052,   1.1231386e-05,72924.3,34.10668365536561
1053,            -NaN,0.0,0.0
1054,            -NaN,0.0,0.0
1055,   2.1641610e-10,237411.0,45.05494431803138
1056,   3.5413762e-12,15714.3,23.748046052625668
1057,            -NaN,0.0,0.0
1058,            -NaN,0.0,0.0
1059,            -NaN,0.0,0.0
1060,            -NaN,0.0,0.0
1061,   5.0319142e-11,83246.4,35.18837473312439
1062,            -NaN,0.0,0.0
1063,            -NaN,0.0,0.0
1064,            -NaN,0.0,0.0
1065,   1.3358038e-10,25723.8,26.675282928627137
1066,            -NaN,0.0,0.0
1067,            -NaN,0.0,0.0
1068,            -NaN,0.0,0.0
1069,            -NaN,0.0,0.0
1070,   1.0282086e-06,91805.6,36.010045375150796
1071,            -NaN,0.0,0.0
1072,            -NaN,0.0,0.0
1073,            -NaN,0.0,0.0
1074,            -NaN,0.0,0.0
1075,            -NaN,0.0,0.0
1076,            -NaN,0.0,0.0
